web_scraper_order,web_scraper_start_url,container_links,details,prix,adresse,image_lien
"1771533625-398","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/couple-cochin-3577024","","90 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3577024_uploaded_image1_1645466016.jpg)"
"1771533631-399","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poule-cochin-3589888","","90 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3589888_uploaded_image1_1646229530.jpg)"
"1771533634-400","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/coq-cochin-3589893","","80 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3589893_uploaded_image1_1646229663.jpg)"
"1771533638-401","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapins-nains-3594110","Nous vendons des lapins de compagnie (nains) tres beaux a des prix defiants toutes concurrence pour plus d information merci de nous contacter","30 000 CFA","Parcelle Assainies, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3594110_uploaded_image1_1646425965.jpg)"
"1771533642-402","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/couple-poussins-brahma-3595177","Jeunes brahma de 8 semaines , vaccinés ncastel, gumboro","20 000 CFA","Mbour, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3595177_uploaded_image1_1646493730.jpg)"
"1771533647-403","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/trio-poussins-brahma-3599688","Trio brahma a vendre","20 000 CFA","Rufisque, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3599688_uploaded_image1_1646764114.jpg)"
"1771533651-404","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-femelle-texan-3606040","Je vend cette jolie jeune femelle texan à un prix très abordable. il y’a la possibilité de voir les parents.","25 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3606040_uploaded_image1_1647113482.jpg)"
"1771533654-405","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-3610036","Couples adultes","Prix sur demande","Bambey, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3610036_uploaded_image1_1647364331.jpg)"
"1771533657-406","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/oiseaux-3620766","Animaux a vendre","80 000 CFA","Yoff, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3620766_uploaded_image1_1648057839.jpg)"
"1771533661-407","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapins-3624677","Des lapin metisage av","15 000 CFA","Hann Bel-Air, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3624677_uploaded_image1_1648325393.jpg)"
"1771533664-408","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussins-3658331","Poussins sen volaille disponible le 28

sen volaille disponible","Prix sur demande","Parcelle Assainies, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3658331_uploaded_image1_1650244788.jpg)"
"1771533668-409","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-voyageur-3659922","","Prix sur demande","Mbour, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3659922_uploaded_image1_1650356719.jpg)"
"1771533671-410","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-3659931","","Prix sur demande","Mbour, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3659931_uploaded_image1_1650357026.jpg)"
"1771533675-411","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-3659941","","Prix sur demande","Mbour, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3659941_uploaded_image1_1650357667.jpg)"
"1771533678-412","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poule-3663076","Disponible","Prix sur demande","Parcelle Assainies, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3663076_uploaded_image1_1650514068.jpg)"
"1771533682-413","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/eclosion-16000-poussins-3664153","Vente de poussin d1 jour Contactez au  

Une éclosion de 16000 poussin prévu le 30 avril","Prix sur demande","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3664153_uploaded_image1_1650570771.jpg)"
"1771533685-414","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapereaux-3665205","Je vends 4 paire de lapereaux de race fauve.","30 000 CFA","Mbao, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3665205_uploaded_image1_1650639265.jpg)"
"1771533689-415","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-3669432","Couple athlètes espagnol
couple meulmane 
          possibilité de livraison","Prix sur demande","Rufisque, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3669432_uploaded_image1_1650934782.jpg)"
"1771533692-416","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-dragon-3671452","Je vends un pigeon dragon mâle de couleur rouge .","20 000 CFA","Mariste, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3671452_uploaded_image1_1651059347.jpg)"
"1771533696-417","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/cochin-femelle-frise-3671735","","40 000 CFA","Mboro, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3671735_uploaded_image1_1651068448.jpg)"
"1771533699-418","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/coq-brahma-perdrix-3671744","Mâle","35 000 CFA","Mboro, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3671744_uploaded_image1_1651068700.jpg)"
"1771533702-419","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-3675341","Diversité de races de pigeons

des pigeons de très haut qualité","50 000 CFA","Cambérène, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3675341_uploaded_image1_1651328468.jpg)"
"1771533706-420","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/couple-poules-bantam-3678837","Couple bantam de pékin male bleu et femelle noire frisée","80 000 CFA","Guediawaye, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3678837_uploaded_image1_1651584122.jpg)"
"1771533709-421","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussin-3679061","Traoré","Prix sur demande","Parcelle Assainies, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3679061_uploaded_image1_1651594437.jpg)"
"1771533712-422","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poule-couple-brahman-3680687","Des couples brahman herminé ou sussex disponibles et des croisements en plus des oeufs si possible...","50 000 CFA","Saint Louis, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3680687_uploaded_image1_1651677884.jpg)"
"1771533716-423","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-couple-3680760","A vendre couple lapin âgé d'un et un mois bien entretenu avec leur carnet de vaccination","65 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3680760_uploaded_image1_1651680730.jpg)"
"1771533719-424","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-3689928","Sujets de qualité très propre","Prix sur demande","Cambérène, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3689928_uploaded_image1_1652202348.jpg)"
"1771533723-425","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-3694574","","Prix sur demande","Niaga, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3694574_uploaded_image1_1652451578.jpg)"
"1771533726-426","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poule-brahma-3701283","","20 000 CFA","Rufisque, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3701283_uploaded_image1_1652877907.jpg)"
"1771533730-427","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/coq-brahma-3701284","","50 000 CFA","Rufisque, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3701284_uploaded_image1_1652878050.jpg)"
"1771533733-428","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poule-3707531","Traoré éleveurs","Prix sur demande","Parcelle Assainies, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3707531_uploaded_image1_1653273003.jpg)"
"1771533736-429","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussins-1-jour-3712620","Promo poussin","25 000 CFA","Keur Massar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3712620_uploaded_image1_1653566057.jpg)"
"1771533740-430","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussins-3713086","Société africaine pour la promotion de l’aviculture modeme 
rond-point zac mbao en face station total 
prix fix : 27500f 
livraison partout au sénégal","27 500 CFA","Rufisque, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3713086_uploaded_image1_1653586071.jpg)"
"1771533745-431","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussins-3717493","Je vends des caisses de poussins. bio et déjà vacciné fait passer vos commandes","Prix sur demande","Diamniadio, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3717493_uploaded_image1_1653911809.jpg)"
"1771533749-432","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-de-chair-3719067","Sur pied","2 500 CFA","Niaga, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3719067_uploaded_image1_1654006894.jpg)"
"1771533786-433","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-voyageurs-3726420","Tous à vendre y'a une vidéo aussi
je vend des pigeons voyageurs j'en ai beaucoup ce photo n'est que l'extrait alors si vous êtes intéressé faite signe je vous envoie une vidéo merci","Prix sur demande","Rufisque, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3726420_uploaded_image1_1654342685.jpg)"
"1771533789-434","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussins-chair-3756839","Les poussins sont disponibles chaque semaine et sont de très bonne qualités. passez vos commandes.","28 000 CFA","Yoff, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3756839_uploaded_image1_1656080074.jpg)"
"1771533792-435","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapins-nain-3756850","Nous vendons de tres beaux lapins nains a des prix defiant toute concurrence","30 000 CFA","Parcelle Assainies, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3756850_uploaded_image1_1656080564.jpg)"
"1771533796-436","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-3762877","","20 000 CFA","Keur Massar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3762877_uploaded_image1_1656485681.jpg)"
"1771533799-437","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapins-3778360","Lapins à vendre","15 000 CFA","Diamniadio, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3778360_uploaded_image1_1657315361.jpg)"
"1771533803-438","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/couple-lapin-nain-3779800","Couple lapin nain bien entretenu agée dun an 4 mois avec leur carnet de vaccinations","60 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3779800_uploaded_image1_1657474190.jpg)"
"1771533807-439","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulets-hollande-3788366","Poulet bleu d’hollande, poulet du pays et race","6 000 CFA","Parcelle Assainies, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3788366_uploaded_image1_1658082013.jpg)"
"1771533810-440","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulets-frais-3749412","Des poulets frais à vendre
des poulets frais a vendre en gros et détails à partir de 3500 frs cfa par pièce contctez mr sarr pour la
livraison","3 500 CFA","HLM, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3749412_uploaded_image1_1655656513.jpg)"
"1771533814-441","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-dornement-3795149","Poulet d'ornement a vendre prix pv","Prix sur demande","Rufisque, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3795149_uploaded_image1_1658494666.jpg)"
"1771533879-442","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/femelles-manteau-opal-3802372","Slt je met en vente 3 femelle manteau opal adulte","35 000 CFA","Cambérène, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3802372_uploaded_image1_1658943727.jpg)"
"1771533882-443","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poule-brahma-3803358","","110 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3803358_uploaded_image2_1659010838.jpeg)"
"1771533893-444","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/femelle-hermine-pur-sang-3807013","Je cède ma femmelle herminé pure sang yékh yakk","45 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3807013_uploaded_image1_1659264761.jpg)"
"1771533897-445","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulets-3809817","","3 500 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3809817_uploaded_image1_1659394489.jpg)"
"1771533900-446","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-de-chair-3812639","Poulle disponibe","3 000 CFA","HLM, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3812639_uploaded_image1_1659524524.jpg)"
"1771533903-447","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-opal-3817370","","Prix sur demande","Saly, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3817370_uploaded_image1_1659739915.jpg)"
"1771533907-448","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulets-3818707","1kg500
1kg600
1kg700","Prix sur demande","Niaga, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3818707_uploaded_image1_1659828045.jpg)"
"1771533910-449","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-espagnols-3818867","Je vend à ses prix car j’arrête l’élevage des pigeons pigeon espagnol intéressé vir sur le numéro","10 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3818867_uploaded_image1_1659851278.jpg)"
"1771533914-450","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-portugais-espagnols-3818868","Ce sont mes 1er pigeon qui produit chaque mois des œufs 
le mal est portugais la femmelle est espagnole 
ce sont des pigeons voyageurs 
souvent leur enfant sont des rouges","20 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3818868_uploaded_image1_1659851735.jpg)"
"1771533917-451","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-de-chair-3820323","Des poulet de qualité frais pour le tamkharitt","3 000 CFA","Mariste, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3820323_uploaded_image1_1659956851.jpg)"
"1771533920-452","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulets-3820532","Poulets de chair","Prix sur demande","Niaga, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3820532_uploaded_image1_1659963344.jpg)"
"1771533924-453","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-voyageurs-3829942","Je vends des couples de pigeons voyageurs de differente couleurs a bon prix","2 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3829942_uploaded_image1_1660489290.jpg)"
"1771533927-454","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/diamant-mandarin-huppe-3841798","Des diamants mandarin adultes","Prix sur demande","Point E, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3841798_uploaded_image1_1661198573.jpg)"
"1771533931-455","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-voyageur-3856160","Pigeon par baye darou 
femelle","7 000 CFA","Grand Yoff, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3856160_uploaded_image1_1662023975.jpg)"
"1771533937-456","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-3856165","Vente de pigeon par baye darou","3 000 CFA","Grand Yoff, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3856165_uploaded_image1_1662024131.jpg)"
"1771533941-457","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussin-pintade-3859176","Poussin pintade","1 500 CFA","Parcelle Assainies, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3859176_uploaded_image1_1662124807.jpg)"
"1771533944-458","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/brahmans-hermine-et-cochins-3868279","Couple brahman herminé et trio cochin blanc d'un mois et quelques à vendre","Prix sur demande","Keur Massar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3868279_uploaded_image1_1662589600.jpg)"
"1771533947-459","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-chair-3869035","Poulet chair à vendre poids 1kg500","4 000 CFA","Guediawaye, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3869035_uploaded_image1_1662638536.jpg)"
"1771533951-460","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussins-bleues-hollandaises-3879015","Vente de poussins hybrides bleues hollandaises ,de races suxess allant d’une semaine à 1 mois","1 500 CFA","Mbao, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3879015_uploaded_image1_1663241115.jpg)"
"1771533954-461","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/bleues-dhollandes-3879030","Vente de coq et poule de 6 mois pour reproduction bleues hollandaise ; susex ;geline de tourrain ;poules rousses ;avec des races hybrides de tous genres.","15 000 CFA","Mbao, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3879030_uploaded_image1_1663241521.jpg)"
"1771533957-462","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussins-de-caille-3882380","Poussin de caille disponible","500 CFA","Keur Massar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3882380_uploaded_image1_1663498641.jpg)"
"1771533961-463","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-3911548","Deux paire pigeon voyageur 10 000 est un couple paon a 20 000  av","10 000 CFA","Hann Bel-Air, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3911548_uploaded_image1_1665233800.jpg)"
"1771533965-464","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-male-engoura-3911550","Mâle engoura adulte  dispo à 20 000","20 000 CFA","Hann Bel-Air, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3911550_uploaded_image1_1665233894.jpg)"
"1771533969-465","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-3916214","","Prix sur demande","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3916214_uploaded_image1_1665526226.jpg)"
"1771533973-466","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-male-fauve-3934536","Fauve de bourgaugne pur sang","65 000 CFA","Mbour, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3934536_uploaded_image1_1666646311.jpg)"
"1771533977-467","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-3937288","Couple lapin adulte av","25 000 CFA","Hann Bel-Air, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3937288_uploaded_image1_1666813728.jpg)"
"1771533980-468","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/paire-brahma-3941235","","80 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3941235_uploaded_image1_1667077382.jpg)"
"1771533983-469","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/coq-choie-et-bramane-3956033","","50 000 CFA","Tambacounda, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3956033_uploaded_image1_1667909977.jpg)"
"1771533987-470","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussins-3956250","","30 000 CFA","Touba, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3956250_uploaded_image1_1667916487.jpg)"
"1771533990-471","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-pan-indien-3958692","Pan indien","30 000 CFA","Mbao, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3958692_uploaded_image1_1668044083.jpg)"
"1771533994-472","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussin-dinde-chair-3981127","Poussin dinde chair disponible régulièrement","3 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3981127_uploaded_image1_1669459933.jpg)"
"1771533997-473","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussin-bleu-holande-3981130","Poussin bleu holande disponible régulièrement par carton ou demi carton","30 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3981130_uploaded_image1_1669460038.jpg)"
"1771534000-474","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/male-brahma-3983729","À vendre","20 000 CFA","Parcelle Assainies, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3983729_uploaded_image1_1669650251.jpg)"
"1771534005-475","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-mondain-3986519","Je vend c couple de pigeons","85 000 CFA","Mbour, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3986519_uploaded_image1_1669815997.jpg)"
"1771534010-476","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-3989311","Des pigeons allemands très haute sur pattes","80 000 CFA","Cambérène, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3989311_uploaded_image1_1669935034.jpg)"
"1771534015-477","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/coq-mal-cochain-3990507","Cochain blanc mal adultes","65 000 CFA","Mbour, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3990507_uploaded_image1_1669994795.jpg)"
